Team,,,,,,,,,,,,,,,,,,,,,,
Lee,Hendrie,,MF,25,-2,,,,,,,1,1,,1,-1,-1,1,2,,,
Scott,Murray,,MF,24,-1,-1,,,,1,1,,,,,-1,,,2,,,
Mark,Bosnich,,GK,1,,,,,,,,,,,,,,,5,4,2,3
Nigel,Spink,,GK,13,,,,,,,,,,,,,,,2,2,3,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Blackburn,Rovers,1995 EPL,Blackburn.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Henning,Berg,,DF,20,-2,-1,,2,,,,1,1,1,1,,,1,5,,,
Alan,Shearer,x,F,9,5,2,3,,,1,1,1,,1,1,1,1,,4,,,
Colin,Hendry,,DF,5,,1,,2,,,,1,1,1,1,,-1,,4,,,
Tim,Sherwood,,MF,4,1,2,1,,2,,1,,1,1,,,,,4,,,
Jeff,Kenna,,DF,3,-2,1,,1,1,,,1,,1,,-1,,,4,,,
Stuart,Ripley,,MF,7,-2,3,1,,1,1,1,,,,1,,,,4,,,
Mike,Newell,,F,10,1,2,1,,,,1,1,,,1,,,,4,,,
David,Batty,,MF,23,,,,1,1,,,1,1,1,,-1,,,4,,,
Chris,Coleman,,DF,2,-2,1,,1,,,1,1,,1,,,-1,,3,,,
Lars,Bohinen,,MF,22,2,2,1,,1,1,,,,1,1,,,,4,,,
Kevin,Gallacher,,MF,8,2,2,,,1,1,1,,,,1,,,,3,,,
Billy,McKinlay,,MF,17,2,,,,,1,,1,1,1,,,,,3,,,
Graeme,Le Saux,,DF,6,1,-2,,,,1,1,,,1,,-1,,,3,,,
Ian,Pearce,,DF,25,1,-2,,,,,,1,1,1,,-1,,,3,,,
Jason,Wilcox,,MF,11,3,,,,,1,1,,,,,-1,,,3,,,
Chris,Sutton,,F,16,-1,,,,,,1,1,,1,1,,,,3,,,
Matt,Holmes,,MF,15,2,,,,,1,1,,,1,,-1,,,3,,,
Graham,Fenton,,MF,14,4,2,,,,1,,,,,1,-1,,,2,,,
Tim,Flowers,,GK,1,,,,,,,,,,,,,,,5,3,4,3
Bobby,Mimms,,GK,13,,,,,,,,,,,,,,,2,4,1,1
End,,,,,,,,,,,,,,,,,,,3,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Bolton,Wanderers,1995 EPL,Bolton.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Jimmy,Phillips,3,DF,,-2,-2,,1,,,,1,,,,-1,-1,,4,,,
Guoni,Bergsson,5,DF,,2,1,,1,,,,,1,,1,,,1,4,,,
Chris,Fairclough,21,DF,,-2,-2,,1,,,1,,,1,,-1,-1,,4,,,
John,McGinlay,10,F,,3,3,1,,,,1,1,,,,,,,4,,,
Sasaki,Curcic,4,MF,,2,3,1,,1,,1,,,,1,,,,4,,,
Scott,Green,2,MF,,2,1,,,1,1,,,,,,-1,,,4,,,
Alan,Stubbs,6,DF,,2,-2,,1,,,1,1,,,,,-1,,4,,,
Alan,Thompson,11,MF,,1,2,1,,,,1,,,1,,,,,4,,,
Scott,Sellars,12,MF,,2,2,,1,1,,1,,,,,-1,,,3,,,
Fabian,De Freitas,14,F,,3,2,1,,,,,1,,,,,,,3,,,
Nathan,Blake,20,F,,1,1,,,1,,,,,,1,,,,3,,,
Richard,Sneekes,8,MF,,1,1,,,,1,,,,,1,-1,,1,3,,,
Mark,Patterson,15,MF,,-2,1,,,,,,,,1,,-1,,1,3,,,
Mixu,Paatelainen,9,F,,1,-2,,,,,,1,,,,,,,3,,,
Simon,Coleman,17,DF,,1,-2,,,,,,,,1,,,-1,,3,,,
Gerry,Taggart,22,DF,,2,-2,,,,,,1,,,,,-1,,3,,,
David,Lee,7,MF,,1,-2,,,,,,,,1,,-1,,,3,,,
Andy,Todd,23,DF,,3,-2,,,,,,,1,,,-1,,,3,,,
Keith,Branagan,1,GK,,,,,,,,,,,,,,,,4,2,1,4
Gavin,Ward,16,GK,,,,,,,,,,,,,,,,2,2,4,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Blues,1995 EPL,Chelsea.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Dennis,Wise,11,MF,,3,1,,1,1,,,1,1,,1,-1,,,4,,,
Ruud,Gullit,4,MF,,2,4,1,,2,,1,1,,1,1,,,,4,,,
Mark,Hughes,8,F,,3,2,1,,1,,,1,1,1,,1,,1,4,,,
David,Lee,20,DF,,,-2,,2,,,1,1,,1,,,-1,,4,,,
John,Spencer,7,F,,5,1,2,,,1,,,1,,1,,,,4,,,
Dan,Petrescu,24,MF,,2,2,,1,1,,1,1,,,1,,,,4,,,
Michael,Duberry,26,DF,,-2,-2,,1,,1,1,1,,,,-1,,,4,,,
Eddie,Newton,18,MF,,1,1,,1,1,1,,,,1,,,,,4,,,
Steve,Clarke,2,DF,,-2,1,,1,,,1,1,,1,,,-1,,3,,,
Andrew,Myers,15,DF,,-2,-2,,,,1,1,1,,,,,-1,,3,,,
Erland,Johnsen,5,DF,,-2,-2,,,,,1,,1,1,,,-1,,3,,,
Gavin,Peacock,10,MF,,3,2,1,,,1,1,,,1,,-1,,,3,,,
Craig,Burley,12,MF,,-2,2,,,,,1,,,1,,,,,3,,,
Paul,Furlong,14,F,,2,2,,,,,1,,,,1,,,,3,,,
Nigel,Spackman,17,MF,,-2,1,,,,,,1,1,1,,-1,,1,3,,,
Frank,Sinclair,6,DF,,1,-2,,,,1,1,,,,,,,1,3,,,
Terry,Phelan,25,DF,,-2,-2,,,,,,,,1,1,-1,,,3,,,
Scott,Minto,3,DF,,-2,-2,,,,1,,1,,,,,-1,,3,,,
Dmitri,Kharin,1,GK,,,,,,,,,,,,,,,,3,4,1,2
Kevin,Hitchcock,13,GK,,,,,,,,,,,,,,,,3,3,3,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Coventry City,Blues,1995 EPL,CoventryCity.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
John,Salako,,MF,11,2,4,1,,1,1,1,,,,1,,,,4,,,
Dion,Dublin,,F,10,4,2,2,,,,,1,,,1,,,,4,,,
Kevin,Richardson,,MF,6,-2,2,,1,1,,,,1,1,,-1,,1,4,,,
Paul,Telfer,,MF,7,,3,,,1,,1,1,,1,,,,,4,,,
Paul,Williams,,DF,4,1,-1,,1,,,,1,1,1,,,-1,1,4,,,
Peter,Ndlovu,,F,9,3,3,1,,1,1,1,,,,1,,,,4,,,
Albert,Pickering,,DF,17,-2,-2,,1,,,1,,,1,,-1,,,4,,,
Marcos,Hall,,DF,18,-2,-2,,1,,1,,1,,,,,-1,,4,,,
Richard,Shaw,,DF,24,-2,-2,,1,,1,,,,1,,-1,-1,1,3,,,
Noel,Whelan,,F,14,4,2,1,,,,,,,1,1,,,,3,,,
Brian,Borrows,,DF,2,-2,-2,,,,,1,,,1,1,-1,,,3,,,
Dave,Busst,,DF,12,2,-2,,,,,,1,,1,,,-1,,3,,,
David,Burrows,,DF,3,-2,-2,,,,1,1,,,,,-1,,,3,,,
Liam,Daish,,DF,30,2,-2,,,,,,1,,,,-1,,,3,,,
Eoin,Jess,,MF,16,2,,,,,,1,,,,1,-1,,,3,,,
Isaias,Soares,,F,8,3,1,,,,,,1,1,,,,,,3,,,
David,Rennie,,MF,5,3,-2,,,,,1,,,1,,,-1,,3,,,
Gordon,Strachan,x,MF,26,-2,-2,,,,,1,,,,1,-1,,,3,,,
Nii,Lamptey,,MF,27,-2,-2,,,,,,,,,1,-1,,,2,,,
Steve,Ogrizovic,,GK,1,,,,,,,,,,,,,,,3,3,1,3
John,Filan,,GK,13,,,,,,,,,,,,,,,3,2,4,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Everton,Blues,1995 EPL,Everton.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Dave,Watson,x,DF,5,,-1,,2,,,1,1,1,1,,,-1,1,4,,,
Andrei,Kanchelskis,,F,17,4,4,2,,2,1,1,1,,1,1,-1,1,,4,,,
David,Unsworth,,DF,4,1,1,,1,,1,1,1,,1,,,,1,4,,,
Joseph,Parkinson,,DF,18,1,-2,,1,1,,1,1,,1,,,,,4,,,
Graham,Stuart,,MF,7,3,2,2,,,1,,1,,1,,,,,4,,,
Barry,Horne,,MF,10,,-2,,1,1,,1,1,1,,,,-1,1,4,,,
John,Ebbrell,,MF,14,2,-1,1,,1,,,1,1,1,,-1,,,4,,,
Andy,Hinchcliffe,,DF,3,1,2,,1,1,,1,,,1,1,-1,,,4,,,
Craig,Short,,DF,21,1,-2,,1,,,,1,1,1,1,,-1,,3,,,
Anders,Limpar,,MF,11,2,3,1,,1,1,1,,,,1,-1,,,4,,,
Paul,Rideout,,F,8,2,2,1,,,1,1,,,1,1,-1,,,3,,,
David,Amokachi,,F,12,3,2,,,,1,1,1,,,1,,,,3,,,
Duncan,Ferguson,,F,9,3,2,,,,,,1,1,1,1,1,-1,,3,,,
Matt,Jackson,,DF,15,-2,1,,,,1,1,,,1,,,,,3,,,
Gary,Ablett,,DF,6,-2,-2,,,,,1,1,,,1,-1,-1,,3,,,
Tony,Grant,,MF,20,1,1,,,,,1,,,1,1,-1,,,3,,,
Marc,Hottiger,,DF,19,1,-1,,,,1,1,,,,,-1,-1,,3,,,
Earl,Barrett,,DF,2,-2,-2,,,,,1,,,1,,,-1,,3,,,
Neville,Southall,,GK,1,,,,,,,,,,,,,,,5,4,4,1
Jason,Kearton,,GK,13,,,,,,,,,,,,,,,2,2,2,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Leeds United,Whites,1995 EPL,Leeds.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Gary,McAllister,,MF,1-,2,4,1,,2,,1,,,1,1,-1,,,4,,,
Carlton,Palmer,,MF,4,1,,,1,,,,1,1,1,,,-1,,4,,,
Gary,Kelly,,DF,2,-2,2,,1,1,1,,,1,,1,-1,,1,4,,,
David,Wetherall,,DF,6,2,-2,,2,,,,,1,1,,,-1,,4,,,
Brian,Deane,,F,9,3,2,1,,,,1,1,,,,,,,4,,,
Gary,Speed,,MF,11,2,3,1,1,,,1,,,1,1,,,,4,,,
Tony,Yeboah,,F,21,5,1,1,,,,1,1,,,1,,,,4,,,
Tomas,Brolin,,MF,18,3,2,,,1,,1,,,1,,,,,3,,,
Tony,Dorigo,,DF,3,1,1,,,1,1,,1,,,,,-1,,4,,,
John,Pemberton,,DF,12,-2,-2,,1,,,,1,1,,,,-1,1,3,,,
Rodney,Wallace,,F,8,1,2,,,,1,,1,,,,-1,,,3,,,
Nigel,Worthington,,DF,15,-2,1,,,,,1,,,1,,-1,,,3,,,
Richard,Jobson,,DF,16,2,-2,,,,,1,,,1,,-1,,,3,,,
Lucas,Radebe,,DF,5,-2,-2,,,,1,,,,,1,,,,3,,,
Andrew,Couzens,,MF,23,-2,-1,,,,1,1,,,,,-1,,,3,,,
Paul,Beesley,,DF,26,-2,-2,,,,1,,1,,,,,-1,,3,,,
Andy,Gray,,F,27,-2,,,,,,1,,,,1,,,,3,,,
Mark,Ford,,MF,22,-2,-2,,,,,,1,1,,,-1,,,3,,,
John,Lukic,,GK,1,,,,,,,,,,,,,,,3,3,4,1
Mark,Beeney,,GK,13,,,,,,,,,,,,,,,3,2,4,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Liverpool,Reds,1995 EPL,Liverpool.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Steve,McManaman,,MF,17,2,3,2,,1,1,1,1,,1,1,,1,,5,,,
Robbie,Fowler,,F,23,5,2,2,,,1,,1,1,1,1,,,,4,,,
John,Barnes,,MF,10,1,3,1,,2,1,1,,,1,1,-1,1,-1,4,,,
Robert,Jones,,DF,2,-3,1,,1,1,1,,1,1,1,,,,,4,,,
Stan,Collymore,,F,8,4,1,1,,1,1,1,1,,,1,,,,4,,,
Phil,Babb,,DF,6,-2,-2,,1,1,,1,,1,1,,-1,-1,,4,,,
Mark,Wright,,DF,5,1,1,,2,,,1,1,1,1,,,-1,,4,,,
Jason,McAteer,,DF,4,-2,2,1,1,1,,,1,1,1,1,-1,-1,,4,,,
John,Scales,,DF,12,-2,-2,,2,,1,,1,1,,,,-1,,4,,,
Steve,Harkness,,DF,22,,1,,1,,1,,1,1,1,,-1,-1,,3,,,
Jamie,Redknapp,,MF,15,2,2,1,,1,,1,,,1,1,,,,4,,,
Michael,Thomas,,MF,16,,1,,,1,1,1,1,,,1,,,,3,,,
Neil,Ruddock,,DF,25,3,1,,1,,,1,1,1,,1,1,-1,,3,,,
Ian,Rush,,F,9,3,1,,,,1,,,,1,1,,,,3,,,
Dominic,Matteo,,DF,21,-2,-2,,,,,,1,1,,,,-1,,2,,,
Stig Inge,Bjornebye,,DF,20,-2,-2,,,,,,1,,1,,,-1,,2,,,
Mark,Kennedy,,MF,19,-2,-1,,,,1,,,,1,,-1,-1,,2,,,
Nigel,Clough,,MF,7,-2,-1,,,,,1,,,1,,-1,-1,,2,,,
David,James,,GK,1,,,,,,,,,,,,,,,5,3,5,4
Steve,Pears,,GK,27,,,,,,,,,,,,,,,2,2,3,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Manchester City,Citizens,1995 EPL,ManchesterCity.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Kit,Symons,,DF,14,1,,,1,,,,1,,1,,,-1,,5,,,
Georgi,Kinkladze,,MF,7,2,4,1,,1,1,1,,,,1,-1,,,4,,,
Nicky,Summerbee,,DF,16,,2,,,1,1,,,1,1,,-1,,1,4,,,
Uwe,Rosler,,F,28,4,3,1,,,,,1,,,1,,,,4,,,
Steve,Lomas,,MF,4,2,1,,,1,,,1,1,,,,,1,4,,,
Niall,Quinn,,F,9,4,4,1,,,,,1,,1,1,,,,4,,,
Keith,Curle,,DF,5,-2,-2,,1,,,,1,,1,,-1,-1,,4,,,
Ian,Brightwell,,DF,12,-2,-2,,1,1,,1,,,1,,-1,-1,1,4,,,
Garry,Flitcroft,,MF,10,-2,1,,1,,,,1,,,1,,,,3,,,
Michael,Brown,,MF,17,-2,-2,,1,,,,,1,1,,,,1,3,,,
Nigel,Clough,,MF,18,2,2,,,,,1,,,,1,-1,,,3,,,
Richard,Edghill,,DF,2,-2,-2,,,,1,1,,1,,,-1,,,3,,,
Michael,Frontzeck,,DF,3,-2,-2,,,,,,,1,1,,,-1,1,3,,,
Gerry,Creaney,,F,8,3,1,,,,1,,,,1,,,,,3,,,
Terry,Phelan,,DF,33,-2,-2,,,,1,,,,,1,-1,,,3,,,
Martin,Phillips,,MF,19,-2,-2,,,,1,,,,,,-1,,,2,,,
Scott,Hiley,,DF,24,-2,-2,,,,,,,,1,,-1,-1,,2,,,
Alex,Kernaghan,,DF,15,-2,-2,,,,,,1,,,,,,,2,,,
Eike,Immel,,GK,21,,,,,,,,,,,,,,,5,2,3,4
Andy,Dibble,,GK,25,,,,,,,,,,,,,,,2,3,1,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Manchester United,Red Devils,1995 EPL,ManchesterU.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Andy,Cole,,F,17,3,1,2,,,1,1,1,,,1,,,,4,,,
Nicky,Butt,,DF,19,,1,,1,1,,1,1,1,1,,,,1,4,,,
Denis,Irwin,,DF,3,-1,1,,1,1,1,1,1,1,1,,-1,,,4,,,
Ryan,Giggs,,MF,11,3,3,2,,1,1,1,,,1,1,,1,,4,,,
Gary,Neville,,DF,20,-2,-1,,1,1,1,,1,1,1,,,-1,,4,,,
Steve,Bruce,x,DF,4,-1,-2,,1,,,,1,1,1,1,,-1,,4,,,
Eric,Cantona,,F,7,4,4,2,,2,1,1,1,1,1,1,,1,,4,,,
Roy,Keane,,MF,16,2,2,,2,1,1,,1,1,1,1,,,1,4,,,
David,Beckham,,MF,24,2,4,1,,1,1,1,,1,1,1,,2,,4,,,
Lee,Sharpe,,MF,5,2,2,1,,1,1,1,,,1,1,,,,4,,,
Gary,Pallister,,DF,6,,-2,,1,,1,,1,1,1,,,-1,,3,,,
Phil,Neville,,DF,23,-2,-1,,1,,1,1,1,,,,-1,,,3,,,
Paul,Scholes,,MF,22,3,2,1,,,,1,,1,1,1,,,,3,,,
Brian,McClair,,F,9,2,,,,,1,1,,,,1,,,,3,,,
David,May,,DF,12,1,-2,,,,,1,1,,1,,-1,-1,,3,,,
Paul,Parker,,MF,2,-2,-2,,,,1,,,,1,,-1,-1,,2,,,
Simon,Davies,,DF,18,-2,-2,,,,,1,,,1,1,-1,-1,,2,,,
William,Prunier,,DF,31,-2,-2,,,,,1,,,1,,-1,-1,,2,,,
Peter,Schmeichel,,GK,1,,,,,,,,,,,,,,,4,5,5,3
Kevin,Pilkington,,GK,25,,,,,,,,,,,,,,,3,3,3,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Middlesbrough,Boro,1995 EPL,Middlesbrough.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Nigel,Pearson,,DF,,-2,1,,1,,,,1,,1,,-1,,,4,,,
Neil,Cox,,DF,,1,-2,,1,,,1,1,,,,,,,4,,,
Nicky,Barmby,,MF,,3,3,1,,2,1,1,,,,1,-1,,,4,,,
Steve,Vickers,,DF,,1,2,,2,,,,,1,1,,,-1,,4,,,
Jamie,Pollock,,MF,,1,-2,,1,1,1,1,1,,,,,,,4,,,
Jan Age,Fjortoft,,F,,3,3,1,,,,,1,,1,1,,,,4,,,
Derek,Whyte,,DF,,-2,1,,,1,,1,,,1,,,-1,1,4,,,
Chris,Morris,,DF,,2,1,,,,1,,1,,1,,,,,3,,,
Osvaldo,J nior,,F,,2,4,1,,1,1,1,,,,1,-1,,,4,,,
Robbie,Mustoe,,MF,,1,1,,1,,,,1,1,,,,,,3,,,
Craig,Hignett,,F,,4,3,1,,,,1,,,1,1,-1,,,3,,,
Curtis,Fleming,,DF,,2,-2,,,,1,1,1,,,,,,,3,,,
Craig,Liddle,,DF,,-2,-2,,,,,,1,,1,,,-1,,3,,,
Phillip,Stamp,,MF,,3,-1,,,,1,,,1,1,,-1,,,3,,,
Phil,Whelan,,DF,,2,-2,,,,,,1,1,,,,,1,3,,,
John,Hendrie,,F,,2,2,,,,,,,,1,,,,,3,,,
Alan,Moore,,MF,,-2,2,,,,1,,,,,1,-1,,1,3,,,
Graham,Kavanagh,,MF,,2,-2,,,,,1,,,,,-1,,,2,,,
Gary,Walsh,,GK,,,,,,,,,,,,,,,,4,3,2,3
Alan,Miller,,GK,,,,,,,,,,,,,,,,2,2,4,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Newcastle United,Magpies,1995 EPL,Newcastle.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Les,Ferdinand,9,F,,5,2,2,,1,1,1,1,1,,1,1,,,4,,,
Rob,Lee,7,MF,,2,2,,1,1,,,1,1,1,1,,,,4,,,
Peter,Beardsley,8,F,,2,3,1,,2,,1,,1,1,1,,1,,4,,,
David,Ginola,14,MF,,2,3,2,,1,1,1,,,1,1,-1,1,,4,,,
Darren,Peacock,4,DF,,-2,-2,,2,,,1,1,1,1,,,-1,,4,,,
John,Beresford,3,DF,,-2,,,1,1,1,1,,,1,1,,,1,4,,,
Warren,Barton,2,DF,,-2,1,,1,,1,1,1,,1,1,,,,4,,,
Stephen,Howey,6,DF,,,2,,1,,,1,1,1,1,,,-1,,4,,,
Keith,Gillespie,18,MF,,1,2,1,,1,1,1,,,1,1,-1,,,4,,,
Lee,Clark,10,MF,,1,2,1,,1,1,1,1,,,1,-1,,,4,,,
Philippe,Albert,27,DF,,2,1,1,,,,1,,1,1,1,,,,3,,,
Steve,Watson,19,MF,,2,-1,,1,,,1,1,1,,,,,,3,,,
Faustino,Asprilla,11,F,,2,2,,,1,1,1,,,,1,,,,3,,,
David,Batty,22,MF,,1,-2,,1,,,,1,1,1,,-1,-1,,4,,,
Robbie,Elliott,26,DF,,-2,-2,,,,1,1,,,1,,,,,2,,,
Paul,Kitson,28,F,,3,1,,,,1,,,,,1,,,,2,,,
Scott,Sellars,11,MF,,-2,-2,,,,,,,1,1,,-1,-1,,2,,,
Ruel,Fox,5,MF,,-1,-2,,,,1,1,,,,,-1,,,2,,,
Pavell,Srnicek,1,GK,,,,,,,,,,,,,,,,3,4,2,3
Shaka,Hislop,15,GK,,,,,,,,,,,,,,,,3,4,4,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Nottingham Forest,Garibaldis,1995 EPL,Nottingham.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Steve,Chettle,,DF,5,-2,-2,,2,,,,1,1,1,1,,-1,1,4,,,
Colin,Cooper,,DF,4,2,1,,1,1,,1,1,,1,,,-1,,4,,,
Steve,Stone,,MF,11,3,3,1,,2,1,1,1,,,1,-1,,,4,,,
Chris,Bart-Williams,,MF,21,2,2,,1,,,1,1,,,1,,,,4,,,
Ian,Woan,,MF,14,3,4,1,,1,,1,1,,1,1,,,,4,,,
Des,Lyttle,,DF,2,,1,,1,,1,1,,,1,,-1,-1,,4,,,
Stuart,Pearce,,DF,3,2,2,1,1,1,1,,1,1,,1,-1,,,4,,,
